BJD,RV,FWHM,CONTRAST,BIS,RV_err,FWHM_err,CONTRAST_err,BIS_err,SNR_0,SNR_1,SNR_2,SNR_3,SNR_4,SNR_5,SNR_6,SNR_7,SNR_8,SNR_9,SNR_10,SNR_11,SNR_12,SNR_13,SNR_14,SNR_15,SNR_16,SNR_17,SNR_18,SNR_19,SNR_20,SNR_21,SNR_22,SNR_23,SNR_24,SNR_25,SNR_26,SNR_27,SNR_28,SNR_29,SNR_30,SNR_31,SNR_32,SNR_33,SNR_34,SNR_35,SNR_36,SNR_37,SNR_38,SNR_39,SNR_40,SNR_41,SNR_42,SNR_43,SNR_44,SNR_45,SNR_46,SNR_47,SNR_48,SNR_49,SNR_50,SNR_51,SNR_52,SNR_53,SNR_54,SNR_55,SNR_56,SNR_57,SNR_58,SNR_59,HALPHA
2458766.32757,-5.22122293,12.32094346,9.74224854,0.10881608,0.00547049,0.07843906,0.04937668,0.01383576,1.003,1.473,2.6549,5.0614,8.3848,12.675,16.617,18.989,24.094,25.97,29.981,34.409,40.488,43.666,38.514,47.104,53.942,62.36,67.082,65.332,66.309,77.232,87.442,95.186,102.89,106.65,107.92,102.64,104.49,99.592,115.74,124.04,122.57,114.27,130.88,152.27,160.33,163.79,117.94,150.06,153.08,148.17,148.3,129.35,131.36,134.44,132.23,131.22,128.01,122.37,104.64,91.582,83.265,39.552,36.927,29.914,7.2414,0.78783,0.60901,0.54659,2.47829
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.61654,0.79107,1.202,2.4836,4.5815,7.0247,9.5535,11.297,14.074,15.412,18.548,21.892,26.058,28.118,24.639,30.865,36.159,41.844,45.27,44.519,45.019,53.583,60.965,66.325,72.249,75.227,76.682,73.504,75.025,72.186,84.613,90.93,90.326,84.395,96.823,114.47,121.45,123.72,90.004,116.03,118.69,115.86,116.73,102.06,104.03,108.19,107.49,107.84,105.62,101.9,87.586,77.099,70.092,31.412,30.106,24.574,5.1554,0.69219,0.61555,0.56618,2.28622
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.7543,1.0591,1.6249,3.6489,6.4957,10.303,13.07,15.25,18.924,20.231,24.742,28.742,34.076,36.535,32.191,39.826,45.877,52.65,56.946,55.522,55.789,65.804,74.575,80.921,87.534,90.562,91.247,86.913,88.179,84.507,98.841,105.06,103.32,98.573,112.33,129.3,135.43,137.1,98.638,125.74,127.65,123.93,124.47,108.64,110.03,112.48,109.6,108.34,105.36,100.9,86.591,76.686,69.797,35.824,31.226,23.502,4.5925,0.62665,0.5655,0.54478,2.18322
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.63863,1.0837,1.9581,3.7788,6.5229,9.3777,11.883,13.165,15.852,16.803,19.404,21.97,25.594,26.845,23.096,28.075,32.086,36.763,39.184,37.405,37.624,44.192,50.218,54.446,58.516,60.812,61.345,58.5,59.222,56.751,66.991,72.01,70.977,67.686,77.971,91.303,96.757,99.046,71.976,93.393,95.774,93.945,95.554,84.625,87.016,90.562,90.292,91.034,89.775,87.298,76.263,68.341,63.17,31.984,29.72,23.279,5.025,0.66638,0.56931,0.50951,2.9373
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.73184,1.2061,2.0728,4.0118,6.9066,9.9614,12.888,14.455,16.964,18.078,20.963,23.606,27.376,29.079,24.707,29.963,34.474,39.497,41.881,40.316,40.251,47.033,53.379,57.474,62.316,64.315,65.38,62.225,63.113,60.404,70.462,75.782,75.352,71.016,80.767,95.923,101.55,104.36,75.913,98.361,100.73,98.636,100.05,87.862,90.429,94.407,94.682,95.494,94.212,91.705,79.196,70.38,64.212,29.542,28.466,23.701,5.5511,0.76884,0.67457,0.6068,2.32543
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.61206,0.69535,1.0801,2.0481,3.6204,5.4774,7.1666,8.0117,9.6532,10.254,11.894,13.542,16.113,16.906,13.724,16.728,19.562,22.647,23.922,22.342,22.234,26.142,29.513,31.901,34.101,35.134,35.031,32.354,32.521,30.369,35.386,38.056,37.227,33.982,38.644,46.431,48.998,49.581,34.25,44.784,45.5,43.473,43.861,36.815,38.325,39.695,39.185,39.074,38.308,36.792,30.537,26.069,23.061,7.3533,7.7115,6.1319,1.1803,0.65209,0.62405,0.59893,2.3594
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.92632,1.5905,2.7519,5.1274,8.794,12.748,15.624,17.332,20.395,21.583,24.414,27.344,31.416,32.99,28.372,33.976,38.363,43.594,46.243,44.0,43.813,50.899,57.14,61.492,66.283,67.912,67.967,64.26,64.768,61.718,71.923,76.885,75.211,71.269,81.058,94.241,98.93,100.84,72.385,92.804,94.534,92.261,93.224,81.719,83.336,85.634,84.613,84.281,82.466,79.582,68.789,61.076,55.931,27.565,24.768,19.354,3.6914,0.60661,0.5654,0.53175,2.30268
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.60844,0.87829,1.4066,2.7436,4.5817,6.819,8.5789,9.4635,11.371,11.723,13.722,15.493,18.104,19.065,15.79,19.419,22.37,25.83,27.665,26.295,26.165,31.123,35.55,38.606,41.896,43.683,43.831,41.667,42.574,40.66,48.438,52.16,52.048,49.217,57.083,67.907,72.541,74.937,54.386,71.411,73.538,72.79,74.668,65.807,68.556,71.64,72.379,73.613,73.402,71.79,62.708,56.039,51.878,24.427,23.292,19.24,4.1085,0.66979,0.59863,0.54447,2.28118
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.5261,0.72405,0.97193,2.0427,4.2327,6.2796,8.2897,9.3312,11.579,12.7,14.914,17.64,21.154,22.32,19.043,23.395,27.477,32.128,34.503,33.15,33.411,39.368,45.189,48.79,52.7,54.715,55.158,52.274,52.95,50.51,58.529,62.904,62.128,57.186,65.095,78.363,83.034,84.735,60.286,77.302,78.956,76.42,76.543,65.48,66.965,69.631,68.899,68.642,67.168,64.275,53.966,46.297,41.138,13.96,14.467,12.162,1.8936,0.56831,0.53286,0.49622,2.12941
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,1.0124,1.5024,2.2598,5.0985,9.8594,13.713,16.584,18.299,21.817,23.286,26.743,30.561,35.26,37.239,32.675,39.426,44.488,50.749,54.029,52.394,52.586,61.556,69.449,75.509,82.278,84.359,85.147,81.254,82.285,78.613,93.582,100.29,98.067,95.908,109.41,124.79,130.61,132.91,96.724,124.13,127.13,124.65,126.15,112.18,114.89,117.07,114.41,114.26,111.74,108.26,94.971,86.082,79.717,46.65,38.287,28.198,5.0654,0.78496,0.67525,0.61002,2.58318
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.63369,1.0395,1.8176,3.2558,5.3223,7.4943,9.4206,9.9891,11.933,12.552,14.054,15.729,18.312,18.965,15.708,19.473,21.712,25.069,26.211,25.091,24.84,29.129,33.115,36.117,39.229,40.162,40.096,38.11,38.806,36.491,44.243,47.527,46.743,45.614,52.646,60.494,63.633,65.555,47.213,62.065,63.815,63.544,64.968,58.538,60.603,62.458,61.889,62.649,62.516,61.476,54.769,50.486,47.347,28.624,23.483,17.214,3.2354,0.63026,0.59463,0.56062,2.41227
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.91316,1.2764,1.9576,4.0281,7.5288,10.945,14.217,15.928,19.243,20.986,24.713,28.51,33.2,35.515,31.571,38.757,43.52,49.777,53.534,51.817,52.037,60.97,68.983,75.129,82.189,83.66,83.988,79.717,81.049,76.823,92.305,97.916,95.698,94.621,107.28,120.35,124.96,126.92,90.61,116.9,118.84,117.03,117.63,105.77,107.36,107.99,104.01,103.51,101.4,97.799,86.489,79.411,72.915,46.307,36.511,25.796,4.6132,0.68315,0.62096,0.57759,2.29537
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.632,1.1067,1.7374,3.0963,5.2591,7.6021,9.2946,10.205,11.959,12.416,13.951,15.894,18.021,18.767,15.389,18.52,21.511,24.581,26.016,24.435,24.118,28.349,32.21,34.812,37.785,38.91,38.774,36.527,36.916,34.842,41.246,44.418,44.064,41.227,47.937,56.887,60.412,62.025,43.633,58.003,59.82,58.759,59.716,52.467,54.194,56.824,56.705,57.451,57.109,55.571,48.07,42.935,39.601,18.297,16.665,13.256,2.4387,0.65577,0.62879,0.60766,2.32484
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.69631,0.84611,1.172,2.2695,4.2413,6.9009,9.9294,11.817,15.093,17.346,21.001,25.49,30.57,33.584,30.169,38.329,44.395,52.126,57.162,56.412,57.334,68.478,78.507,85.746,94.121,97.576,99.229,94.611,96.741,92.262,109.34,116.89,115.81,110.99,126.95,146.0,152.83,155.71,111.43,143.21,145.91,141.89,141.92,124.72,126.48,128.93,125.24,124.21,121.08,115.82,99.631,87.936,80.595,42.681,36.892,28.047,5.9507,0.67508,0.70672,0.53911,2.13416
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.77779,1.2723,1.9214,3.9864,7.2444,11.172,14.424,16.827,20.792,22.696,26.897,31.411,37.167,39.566,35.134,43.089,49.742,57.259,61.95,60.18,60.52,71.213,80.653,87.524,95.128,97.939,98.958,94.308,95.716,91.083,106.87,113.91,112.54,106.4,121.73,140.62,147.13,149.71,107.55,137.48,139.42,135.42,135.57,118.39,119.93,122.83,119.87,118.76,115.53,110.47,94.697,83.26,75.866,37.927,33.572,26.207,5.4553,0.76742,0.66275,0.62465,2.2178
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.85396,1.0101,1.41,2.9656,5.6935,8.7789,11.653,13.64,17.058,19.328,23.143,27.404,33.009,35.86,32.267,40.417,46.755,54.295,59.01,58.146,59.236,70.07,79.726,87.207,95.512,98.644,100.01,95.993,97.858,93.613,110.74,118.35,117.18,112.5,128.5,147.47,154.72,158.0,113.89,146.05,148.69,145.17,145.99,128.65,131.12,133.5,130.44,129.25,125.98,120.61,104.48,93.088,85.308,46.434,39.69,30.173,6.5625,0.80103,0.7157,0.6937,2.27194
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.65532,0.65837,0.77493,1.2959,2.791,4.5855,6.2599,7.5495,10.045,11.183,14.018,17.291,21.265,23.493,20.759,26.937,31.783,37.572,41.763,41.277,42.396,51.444,59.47,66.003,73.044,76.95,78.842,76.31,79.026,76.357,91.099,98.306,98.773,94.299,109.92,128.99,136.95,141.18,102.52,133.47,136.97,134.67,136.67,120.78,123.96,129.08,127.58,128.32,126.37,122.63,105.93,94.257,87.066,43.312,39.519,31.602,7.1995,0.83519,0.73899,0.64304,2.27982
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.85517,1.0245,1.6256,3.4408,6.6636,10.348,13.602,15.765,19.736,21.528,25.902,30.264,36.02,39.074,34.934,43.401,49.384,57.009,61.804,59.998,61.087,71.629,81.422,88.598,96.551,99.998,100.99,96.31,97.629,92.83,109.73,116.52,115.1,110.26,124.85,143.03,149.14,151.5,108.6,138.96,141.05,137.04,137.48,120.34,122.4,124.16,120.14,118.53,115.28,110.19,95.094,84.568,77.319,42.128,35.081,26.113,4.8228,0.69793,0.65758,0.60251,2.34012
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.78566,1.1155,1.6409,3.4883,7.1161,10.546,13.419,15.111,18.771,20.374,24.286,28.138,32.886,35.774,31.3,38.688,44.722,51.791,56.055,54.642,55.189,65.144,74.362,81.198,88.631,92.298,93.376,89.573,90.964,86.923,102.56,109.91,108.71,103.03,118.87,138.35,146.15,149.78,108.06,138.4,141.34,138.23,139.44,122.36,124.62,128.48,126.47,125.91,123.12,118.59,101.7,90.157,82.43,40.405,36.583,28.822,5.8954,0.73416,0.61951,0.49793,2.14283
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.687,0.793,0.95139,2.0668,3.8963,6.5161,9.2301,11.116,14.366,16.45,19.958,23.944,29.051,31.865,28.491,35.891,42.124,49.314,54.057,52.921,54.199,64.287,73.955,81.146,88.72,92.512,93.882,89.712,91.459,87.82,102.76,110.79,109.5,104.15,119.03,137.81,144.64,147.71,105.47,135.44,137.99,133.66,133.63,116.77,118.87,121.46,118.5,117.32,114.67,109.65,94.044,82.62,75.697,37.342,33.358,25.204,4.9525,0.73659,0.67068,0.62535,2.25618
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.78069,1.3728,2.0765,4.3018,7.8308,11.27,14.012,15.685,18.734,20.441,23.345,26.791,30.733,32.713,29.311,35.356,39.381,45.236,48.174,46.473,46.722,54.262,61.194,66.464,72.325,74.123,74.635,70.628,71.485,67.892,81.502,86.549,84.771,83.958,95.625,106.3,110.23,112.38,80.462,103.75,106.44,104.54,105.35,95.8,96.746,97.607,94.435,94.015,92.222,89.062,79.982,74.27,68.58,45.107,35.645,24.432,4.2239,0.71267,0.65491,0.60296,3.63267
2458766.33239,-5.21934988,12.32819334,9.80354845,0.09566489,0.00575218,0.07903957,0.05003518,0.01452673,0.64167,0.76903,1.3519,2.6405,4.5682,7.3848,10.105,11.652,14.869,16.203,19.294,22.666,26.671,28.742,25.282,31.814,36.13,41.95,45.246,43.805,44.376,52.122,59.152,64.932,70.425,72.553,72.776,69.12,70.175,66.657,78.921,84.023,82.386,79.945,90.633,102.31,105.87,108.25,76.425,98.441,99.971,97.353,97.101,85.93,86.712,87.812,84.465,83.429,81.411,77.714,67.538,60.798,55.505,32.393,25.654,17.732,2.9904,0.64845,0.63099,0.5808,2.25621
